hoax,edar,pesan,sosial,media,informasi,sebar,kabar,berita,beranta,benar,bohong,kandung,broadcast,lansir,whatsapp,resah,viral,tidak,isu,presiden,tulis,isi,bahwa,id,kamis,masyarakat,jakarta,co,com,makan,palsu,info,hoaks,joko,imbau,widodo,jumat,facebook,partai,adalah,nilai,juli,obat,foto,jokowi,bpom,yg,sebut,jawapos,kanker,hati,ban,barat,mantan,sumber,putus,percaya,jalan,sms,tambah,bangun,dr,grup,produk,ketua,racun,detikcom,alias,naik,gubernur,tingkat,gedung,akun,kerja,minum,virus,news,sektor,pilpres,fasilitas,korupsi,politik,sesat,pilih,wakil,ekonomi,tubuh,konsumsi,ya,dpr,video,harap,persen,pernah,langkah,pasti,golkar,cawapres,rupiah,agustus,calon,kita,bantah,tempo,www,muncul,telusur,proses,jelas,investigasi,badan,ramai,laboratorium,anda,mengatasnamakan,orang,baswedan,dampak,meter,menang,mahkamah,tugas,capai,kantor,rp,cnn,masih,awas,kait,tutup,nama,sisi,agung,gerindra,caleg,dpp,mati,marak,maksud,pom,picu,diri,pada,situs,nanti,aplikasi,koordinator,proyek,resmi,kan,sambung,anies,parlemen,pks,eks,serah,bambang,negeri,tiga,hotel,hitung,jabat,banding,kominfo,panas,cantum,blackberry,rekam,rilis,gambar,ulang,messenger,serang,manfaat,go,tipu,anggar,capres,maritim,gugat,parpol,gas,jk,bakal,fokus,april,singkat,unggah,barang,atur,sehat,lanjut,bidang,pimpin,games,dorong,asi,khoax
0.044686,0.021264,0.027895,0.055789,0.024565,0.021499,0,0,0.029446,0,0.026308,0.040005,0,0,0,0,0,0,0,0,0,0,0.037643,0,0,0,0.039187,0,0,0.017961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035545,0,0,0,0,0,0,0,0,0,0,0,0,0.040973,0,0,0,0,0.021499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.005559,0.005291,0.048586,0,0,0,0.014217,0,0.007327,0.011101,0,0,0.011742,0,0,0,0,0,0,0,0,0,0.009367,0,0,0.006288,0,0.003161,0,0,0.010195,0,0,0,0,0,0,0,0,0,0,0,0,0.014665,0,0,0,0.014883,0.00512,0,0.016463,0.023716,0.013532,0,0,0,0,0,0,0.016787,0.010033,0,0.012761,0,0.022821,0.007463,0.017135,0,0,0,0,0,0,0,0,0.014456,0,0,0,0,0,0,0,0.01616,0,0.010195,0,0,0.02497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015998,0,0.018366,0.018366,0,0,0,0,0,0.026533,0,0,0,0.015607,0.01013,0,0,0,0,0,0,0,0,0,0,0,0.037058,0,0,0.007509,0,0,0,0,0,0.012485,0,0,0,0,0,0,0.017135,0,0,0,0,0,0,0,0,0,0,0,0.013703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009954,0.011518,0,0,0,0,0,0,hoax
0,0.01523,0.019979,0,0,0,0.010231,0.032025,0.02109,0,0.018842,0,0.050697,0,0,0,0,0,0.004039,0,0,0.022442,0.01348,0,0,0.00905,0.007017,0.009099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023693,0,0.019476,0,0,0,0,0.016736,0,0,0,0,0.036731,0,0.016422,0.021482,0.02466,0,0,0,0,0,0,0,0,0.062414,0,0.025201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017412,0,0,0,0.016577,0,0,0,0,0,0,hoax
0,0.007224,0.009477,0,0,0.007304,0.009706,0,0.010004,0,0.008938,0,0.016032,0,0.014509,0,0,0,0.007665,0.012603,0,0.010646,0,0,0,0.008586,0,0,0,0,0.02784,0,0,0,0,0,0,0,0,0,0,0,0,0.040046,0,0,0.066193,0,0.006991,0,0.022478,0,0,0,0,0.013591,0,0,0,0.068761,0,0,0.017424,0,0.01558,0,0.023395,0.015157,0,0,0,0,0,0,0,0.019738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024152,0,0,0.021309,0.021309,0.013831,0,0,0,0,0,0,0,0,0,0,0,0.033732,0,0,0,0,0,0,0,0,0.017047,0,0,0,0,0,0,0,0,0,0,0,0.025391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016519,0,0,0,0,0,0,0,0,0,0,hoax
0.018359,0.017473,0.034382,0.011461,0,0.008833,0,0,0.012098,0,0,0.016436,0,0,0,0,0,0,0,0,0,0,0.015466,0,0,0,0.04025,0.00522,0.023223,0,0,0,0,0,0,0.017398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083152,0,0,0,0,0.01884,0,0,0,0,0,0,0,0,0,0.02822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017253,0,0,0,0,0,0,0,0,0,0.030326,0,0,0,0,0.016058,0,0.014604,0,0,0,0.025769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049149,0,0,0,0,0,0,0,0,0,0,0.019977,0,0,0,0,0,0.017545,0,0,0,0,hoax
0,0,0.025344,0,0,0,0,0,0.026754,0,0.015935,0,0.028583,0.015035,0,0,0.015035,0,0.003416,0.011235,0,0,0,0.020386,0,0,0.011868,0.003848,0,0.00544,0.062044,0,0,0,0,0,0,0,0,0,0,0,0,0.035698,0,0,0.059006,0,0,0,0.020037,0,0,0,0,0,0,0,0,0,0,0,0.015532,0,0.055552,0,0.020855,0,0,0,0,0,0,0,0,0.052785,0,0,0,0,0,0,0,0,0,0,0,0,0.030392,0,0,0,0,0,0,0,0.020386,0,0,0,0,0,0,0,0,0,0.013391,0,0,0,0,0.02153,0,0.020432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045104,0,0,0,0,0,0,0,0,0.030392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021313,0,0,0,0,0.021313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014726,0,0,0,0.014019,0,0.012934,0,0,0,0,hoax
0,0,0,0.018252,0.016073,0,0,0,0,0,0,0,0,0,0.027943,0,0,0,0.007381,0,0.041798,0.061509,0.073893,0,0.030877,0,0,0,0,0,0,0,0,0.036034,0,0,0,0,0,0,0.021876,0,0,0,0.128577,0.028182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.0191,0.054533,0.023845,0.023845,0,0,0,0,0,0,0.022489,0,0,0,0,0,0,0,0.009643,0,0,0,0,0,0.040339,0,0.033499,0.01086,0.048318,0,0,0,0.044849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030385,0,0,0,0.053617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018378,0,0.025798,0,0,0,0,0,0,0.063097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036506,0,0,0,0,hoax
0.012642,0.008021,0,0.005261,0.004633,0.02433,0.005388,0.005622,0,0,0.004962,0,0,0,0,0,0,0,0.002128,0,0,0.00591,0.0071,0,0,0,0,0.009585,0,0,0,0,0,0,0,0,0,0,0,0,0.012612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466,0,0,0,0,0.022563,0,0,0,0,0,0,0,0,0,0,0.064774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006264,0,0,0,0,0,0,0,0,0.008266,0,0,0,0,0,0,0,0,0,0.006704,0,0,0.01183,0.01183,0.003839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007605,0,0,0,0,0,hoax
0,0,0.009538,0,0,0,0,0.010193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011508,0,0,0,0.017377,0,0.006141,0,0.014359,0,0.037662,0,0,0,0,0,0,0.011432,0,0,0,0,0,0,0,0.007036,0,0,0,0,0.013679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013788,0,0,0.011508,0,0,0,0,0,0.010992,0,0,0,0,0,0,0.013364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015393,0,0.073437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.014014,0,0,0,0,0,0,0.018697,0.009235,0,0,0.025092,0,0,0,0,0,0,0.003537,0,0,0,0,0,0,0,0.012289,0.015937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.006885,0,0,0,0,0.006625,0,0,0,0,0,0.012327,0,0,0.013159,0,0,0,0.003476,0,0,0,0,0,0,0,0.012075,0.00783,0.017417,0,0,0,0,0,0,0,0,0,0,0,0.010302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007612,0,0.012425,0,0,0,0,0,0,0,0,0.015461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022744,0,0,0,0,0.012043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02206,0,0.011686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024654,0,0,0,0,0,0,0,hoax
0.014441,0,0.054088,0,0,0.006948,0,0.009633,0,0.086505,0,0,0,0,0,0,0,0,0.010936,0,0,0,0.012165,0,0,0.008167,0.006332,0,0,0.005804,0,0,0,0,0,0,0,0,0,0,0.010805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010877,0,0,0,0,0,0,0,0,0,0.028578,0,0,0,0,0,0,0,0,0,0.019734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009753,0,0,0,0,0,0,0,0.032086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.023449,0.033476,0.043913,0.014638,0.012891,0.033845,0.029983,0.015642,0.015452,0.046821,0.041416,0,0,0,0,0,0,0,0.017758,0,0,0,0,0.017661,0,0,0.030845,0,0,0.009425,0,0,0,0,0,0.022221,0,0,0,0,0.017544,0,0,0,0,0,0,0,0.010798,0,0,0.050014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02051,0,0,0,0,0,0,0.010681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017661,0,0,0,0,0,0,0.028899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0,0,0,0.011116,0.009789,0,0,0,0,0,0.020967,0,0.056414,0,0,0,0,0,0.00899,0.029566,0,0,0,0,0,0,0,0,0,0.007157,0.048982,0,0,0.021946,0,0,0,0,0,0,0.013323,0,0,0,0,0,0,0,0.0082,0,0,0,0,0,0,0.015942,0,0.018624,0,0,0,0,0,0,0,0,0.137205,0,0,0,0,0.014365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066688,0.019994,0,0,0,0,0.032136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018447,0,0,0,0,0,0,hoax
0,0.020125,0.0264,0.0176,0.015499,0,0,0.028212,0.00929,0,0.0083,0.025241,0,0.031322,0,0.016179,0,0,0,0,0.020153,0.009885,0,0.021236,0.014887,0,0,0,0.017832,0,0,0,0,0,0.013031,0,0.012621,0,0,0,0,0,0,0,0,0,0,0,0.012984,0,0,0,0,0,0,0,0,0,0,0,0,0.014202,0.016179,0,0,0.028386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014744,0,0,0,0,0,0.010618,0,0,0,0,0,0,0,0,0,0,0,0,0.01233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033493,0,0,0,0.012621,0,0.012721,0,0,0,0,0,hoax
